word,reading,example,,,level,meaning
租税,そぜい,簡素 公平 中立というそぜい原則にも反しているような制度設計のまま強引に消費ぜい率 を上げることは国民の 負担を待つばかりでなくぜい制そのものへの信頼を損ないかねません,,,Pre-2,"taxes, taxation"
租界,そかい,ターゲットはそかいからゲットーへ向かいます よし 追い込め,,,Pre-2,"concession, settlement"
喪失,そうしつ,敵は戦意をそうしつして 逃走に移っております,,,Pre-2,"loss, forfeit"
喪服,もふく,縁起の悪い 辛気臭いもふく しかしそれはそんなレベルではなく ただ不吉なのであった 不吉それは凶という意味だ,,,Pre-2,mourning dress
壮大,そうだい,すばらしい シュターデン提督の作戦案のそうだいにして華麗なること この ランズベルク伯アルフレット 感嘆の極み,,,Pre-2,"magnificent, grand, majestic, splendid"
壮挙,そうきょ,今回の遠征は我が同盟開闢以来のそうきょであると信じます,,,Pre-2,"ambitious (heroic) undertaking, daring enterprise"
捜査,そうさ,キラはそうさ本部の情報を得る手段を持っている この事実を素通りにはできない,,,Pre-2,"search (esp. in criminal investigations), investigation"
挿す,さす,私の国では 襟に風車をさすのは 私はノーパンですって意味よ！,,,Pre-2,"to insert, to put in,  to plant (a cutting), to strike"
挿入,そうにゅう,ここにグラフをそうにゅうしてください,,,Pre-2,"insertion, incorporation, infixing"
軍曹,ぐんそう,それまで　少尉とぐんそうはこのこと他言無用,,,Pre-2,sergeant
御曹司,おんぞうし,流石は名家のおんぞうし、ご立派なお考えですこと。,,,Pre-2,"son of a distinguished family, son of a noble"
浴槽,よくそう,「いえ、お風呂に湯張りをしてこようと思いまして。 軽くよくそうの掃除をするのにスカートが邪魔ですので縛れないものかなと」,,,Pre-2,bathtub
水槽,すいそう,一番大きなすいそうの真下です,,,Pre-2,"water tank, cistern,  fish tank, aquarium"
山荘,さんそう,ダールトン将軍 敵行動目的の解析結果から 日本解放戦線の本拠地入り口はあのさんそうになる との予測が出ました,,,Pre-2,"mountain villa, mountain retreat, mountain cottage"
荘園,しょうえん,何と言われる このわらわに この館を離れて 地方のしょうえんにこもれと？,,,Pre-2,"manor, demesne"
藻,も,もし撃てば粒子に引火して 全員めでたく宇宙のも屑と化すぜ,,,Pre-2,"algae, waterweed, seaweed, duckweed"
海藻,かいそう,かいそうからゲットした炭酸ナトリウムに油を混ぜて反応させりゃ 完成だ,,,Pre-2,seaweed
霜,しも,そのような 戯れ言は今年のしもと同じく 春先に消えてしまったと思っていたがそうではなかったらしいな,,,Pre-2,frost
幾星霜,いくせいそう,「世界を血に沈め、血の海の上に屍を積み上げ、いくせいそう！」,,,Pre-2,many months and years
堕落,だらく,毎日 家に引きこもって 自だらくな生活を送っていました,,,Pre-2,"depravity, corruption, degradation"
堕胎,だたい,あの女が妊娠したことを私は存じませんでした 存じておれば即座にだたいさせておりました,,,Pre-2,"abortion, feticide"
妥協,だきょう,酋長 どいてなよ  年寄り同士のだきょう点の探り合いなんかで  俺たちが 納得するとでも思ってんのか？,,,Pre-2,"compromise, giving in"
妥当,だとう,事務方とも協議した結果 ゼロは国外追放処分がだとうという話になりました,,,Pre-2,"valid, proper, right, appropriate, reasonable"
怠惰,たいだ,「良き未来は努力を積み上げた山の上に。　破局の結末はたいだが沈澱する沼の底に」,,,Pre-2,"lazy, idle, indolent, slothful"
惰眠,だみん,人が人らしく生きるために…家畜のようなだみんから目を覚ましてやるために…,,,Pre-2,"indolence, inactivity,"
無駄,むだ,「むだなおしゃべりが好きなのは、そっちも同じことだろう。 私に言わせれば、どちらもそう大差ない。,,,Pre-2,"futility, waste, uselessness, pointlessness, idleness"
駄作,ださく,「名月や　口ほどにもない 追っ手かな」。 クソっ　ださく。,,,Pre-2,"poor piece of work, rubbish, trash"
下駄,げた,「要するに、だ。　地位でげたを履かねば後見役が務まらんのなら、 そもそも貴様はそんな役割に相応しくないのだ」,,,Pre-2,"geta, Japanese wooden clogs,  turn (in set-type proofing)"
安泰,あんたい,そうまでして 同盟の目先のあんたいを求めなきゃならんのかな,,,Pre-2,"peace, security, tranquility, tranquillity"
泰平,たいへい,「我々はより自由な立場から正義を貫くためあえて六波羅の麾下を脱した烈士の集い！　 悪を討ち、不正を正し、いつかたいへいの世を導くべく戦い抜くことを誓った独立軍団――」,,,Pre-2,"peace, tranquility, tranquillity"
濯ぐ,すすぐ,否　断じて否っ この傷の屈辱は貴様の血を以てすすぐしかないっ,,,Pre-2,"to rinse, to wash out,  to have one's revenge, to wipe out a disgrace"
洗濯,せんたく,リコちゃんの小便をせんたくしてこいよ 裏に河原があるからよ,,,Pre-2,"washing, laundry,  relaxing, taking a break"
但し,ただし,ただし証拠があればの話だけれど 監禁場所に この学習塾跡を選んでる時点で直感したよ さっさと この手錠を外しやがれ！,,,Pre-2,"but, however, provided that"
棚,たな,大きなたなはとても便利です。,,,Pre-2,"shelf, shelves, ledge, rack,  trellis"
痴漢,ちかん,うっ 何だ？ 女のちかんだよ,,,Pre-2,"masher, molester, pervert"
音痴,おんち,「おい聞けよ！　いいか、あたしは別に迷子でも方向おんちでもなくて…… その……三次元世界を二次元に矮小化する地図というものの欺瞞に対して科学的義憤を禁じ得ないという」,,,Pre-2,"tone-deafness, amusia, having no ear for music,  tone-deaf"
愚痴,ぐち,「聖母イブ様は私たち人間の母ですからね。　 お母さんにぐちを溢すと色々とすっきりした　気分になれるでしょう？」,,,Pre-2,"idle complaint, grumble,  moha (ignorance, folly)"
駆逐,くちく,くちくしてやる この世から 一匹残らず,,,Pre-2,"extermination, expulsion, destruction"
逐一,ちくいち,いや ベイ大佐は私の密命を受けて クーデター派に潜入し その動きをちくいち 知らせてくれていたのだよ,,,Pre-2,"one by one, in detail, minutely"
秩序,ちつじょ,もしバグダッシュが乱発している指令の無ちつじょさを 見抜く奴がいたら そいつは…変人だね,,,Pre-2,"order, discipline, regularity, system"
嫡子,ちゃくし,品行方正、容姿端麗、才気煥発にして 名家のちゃくしである僕の誘いが迷惑などと!,,,Pre-2,legitimate child
廃嫡,はいちゃく,あれが外に知られたら 私ははいちゃくだよ 本国には演習を兼ねた 区画整理と伝えよう,,,Pre-2,disinheritance
折衷,せっちゅう,両者はせっちゅう案に落ち着いた,,,Pre-2,"compromise, cross, blending, eclecticism"
苦衷,くちゅう,「御本家のくちゅう、お察し致します」,,,Pre-2,"distress, anguish, mental suffering"
弔う,とむらう,謝っても仕方ないぞ 早くとむらってやるんだ,,,Pre-2,"to mourn for, to condole with (family, etc.),  to hold a memorial service (for)"
弔問,ちょうもん,余の名代として 誰かをイゼルローンへ派遣したい ちょうもんの使者としてだ 誰がよいとフロイラインは思う？,,,Pre-2,condolence call
弔辞,ちょうじ,第一 あのオーベルシュタインより早く死んでたまるか 俺は奴の葬儀の時に 心にもない ちょうじを読んで 心で舌を出してやる,,,Pre-2,"message of condolence, memorial address"
懲りる,こりる,また悪巧みですか　こりませんね,,,Pre-2,"to learn by experience, to learn one's lesson, to learn the hard way"
懲役,ちょうえき,被告にちょうえき 5年の判決が下された,,,Pre-2,"penal servitude, imprisonment with hard labor (hard labour)"
挑む,いどむ,宇宙暦801年 新帝国暦３年５月30日 イゼルローン軍は乾坤一擲の戦いをいどむべく 再び動き出した,,,Pre-2,"to challenge to (a fight, game, etc.), to throw down the gauntlet"
挑戦,ちょうせん,兵馬俑への再ちょうせん、七星剣を手に入れる時が来たんだね。,,,Pre-2,"challenge, defiance, dare, attempt, try"
眺める,ながめる,「それより彩名さん……そんな中腰でずっと私をながめてて疲れないのかね？」,,,Pre-2,"to look at, to gaze at, to watch, to stare at,  to look out over"
眺望,ちょうぼう,大会議室と併用することでパーティーなども開催できるので ちょうぼうを味わいながら各別の 時間をお過ごしいただけます,,,Pre-2,"prospect, view, outlook"
勅命,ちょくめい,キルヒアイス少将 (はっ) ちょくめいである ｢帝国に対し反旗を翻す｣｢マクシミリアン･フォン･カストロプに対し｣｢2000の艦隊をもって討伐に当たるべし｣ はっ ちょくめい 謹んでお受けいたします,,,Pre-2,imperial command
朕,ちん,「元を糺せば、民の苦難も顧みず戦を続けたちんの罪こそ重い……。　 もそっと早く、北朝と和しておれば、このような仕儀とはならなんだ」,,,Pre-2,"We, Our"
津波,つなみ,地震によるつなみに注意してください,,,Pre-2,"tsunami, tidal wave"
興味津々,きょうみしんしん,このような幼児の裸にきょうみしんしんとはお前様は真性の変態か,,,Pre-2,"very interesting, of absorbing interest, having a keen interest (in), being immensely curious (about)"
塚,つか,また モグラづかに入りやがった,,,Pre-2,"mound, heap, hillock,  burial mound"
貝塚,かいづか,ようこそ お嬢さん　俺はかいき かいづかのかいに 枯れ木の木だ,,,Pre-2,"shell heap, shell mound, kitchen midden"
漬ける,つける,魚を味噌につけました。,,,Pre-2,"to soak (in), to steep, to dip, to dunk,  to pickle"
坪,つぼ,動物園の四つぼ半のぬかるみの中では、 脚が大股過ぎるじゃないか。,,,Pre-2,"tsubo, traditional unit of area, approx. 3.31 square meters"
釣る,つる,なっつん 何つるん？ウチ “めで鯛”の鯛とりたいん ここは池だから鯛は無理かな…,,,Pre-2,"to fish, to angle, to catch,  to lure in, to tempt, to attract"
料亭,りょうてい,「それ以上喋ると、あんたの大脳新皮質をポン酢につけて、高級りょうていで提供してやるんだからっ」,,,Pre-2,"ryotei, traditional Japanese restaurant (esp. a luxurious one)"
亭主,ていしゅ,「いや、将来のていしゅとしてはやっぱさ、気になるじゃん」,,,Pre-2,"household head, master, host (e.g. of a tea gathering), innkeeper"
探偵,たんてい,「そんなもの、この名たんてい富士見恵那にかかればお茶の子さいさいよ！」,,,Pre-2,"detective, sleuth, investigator"
偵察,ていさつ,参謀本部より頂いた権限により 強行ていさつ任務を独断専行いたします,,,Pre-2,"scouting, reconnaissance"
童貞,どうてい,「あのさ、カントは昔の人だから昨今のどうてい事情は関係ありませんよ…… といいますか……何それ？」,,,Pre-2,"virginity (of a male), virgin"
貞操,ていそう,にぃのていそう 白が守る,,,Pre-2,"chastity, virtue, fidelity"
贈呈,ぞうてい,正解率の最も高かったプレーヤーに賞品としまして ナンバ－０ 「支配者の祝福」がぞうていされます。,,,Pre-2,"presentation (e.g. of a gift, etc.)"
露呈,ろてい,戦闘能力の差をろていしたのだからね,,,Pre-2,"exposure, disclosure"
出廷,しゅってい,午後からの審議に証人としてしゅっていしろとの命令だ,,,Pre-2,appearance in court
宮廷,きゅうてい,いや あれは自立と独歩の気風が強い娘でしてな おとなしくきゅうていの奥に端座して貴婦人を気取っているような者ではありません,,,Pre-2,"imperial court, royal court"
廷臣,ていしん,俺には一ミクロンの後ろ暗いところもない 陛下のていしん同士 年来の友人同士が会って 何が悪い　誰をはばかる,,,Pre-2,courtier
艦艇,かんてい,そこで この間隙を縫って 小型かんていで歩兵部隊を送り込み 潜入を図ることが考えられます,,,Pre-2,"military vessel, war fleet"
艇,てい,第２艦隊 全戦闘てい発進準備,,,Pre-2,boat
逓信,ていしん,それから横浜  横須賀市長なんですね  ていしん大臣 それから衆議院副議長を歴任したと,,,Pre-2,"communications (e.g. post, tele.)"
邸宅,ていたく,彼は大きなていたくに住んでいます,,,Pre-2,"mansion, residence"
豪邸,ごうてい,これでも 昔はごうていに住んでいたのだけれど そのころの私だったら ポーンと ひと部屋 貸してあげられたのだけれど 今はこれが精いっぱい,,,Pre-2,"palatial residence, stately mansion"
泥,どろ,靴がどろだらけになったよ。,,,Pre-2,"mud, slush, (wet) dirt, mire"
雲泥の差,うんでいのさ,なかなか気が利くわね、あなた。 あたくしを振った男とは、うんでいのさよ。,,,Pre-2,"wide difference, a world of difference"
貫徹,かんてつ,「それが光の意味であるからだ。　武をかんてつし、 世界と戦い、これを屈従せしめるが光の存在する意義であるからだ」,,,Pre-2,"accomplishment, realization, realisation, penetration"
徹甲弾,てっこうだん,こちらのてっこうだんだと 正面装甲は抜けません,,,Pre-2,"armor piercing ammunition, armour piercing ammunition"
徹底的,てっていてき,「遊戯と罵るならばその美技の数々、てっていてきに思い知らせてあげますよ？　ミスター・ブシドー！」,,,Pre-2,"thorough, exhaustive, complete"
撤退,てったい,ここはてったいだな こんな小さな勝利ではケンプやミュラーの大敗を償うことにはならんが,,,Pre-2,"evacuation, withdrawal, revocation, repeal, retreat"
撤廃,てっぱい,まずは　現行のハンター試験制度の てっぱいを提案いたします！,,,Pre-2,"annulment, abolition, repeal, rescission"
撤去,てっきょ,「森で倒木があったらしく、車では通れないみたいなのよ。 雨が落ち着いたらてっきょをする事になっているわ」,,,Pre-2,"withdrawal, revocation, repeal,  demolition, removal"
更迭,こうてつ,フェルデベルトをこうてつしたのか  まあ こうてつと言えるかどうか…閑職に違いないのですが一応栄転の形ですから,,,Pre-2,"change (of personnel), reshuffle (e.g. of a cabinet), shake-up"
悼む,いたむ,余が屈辱的な逃避行を行う間 彼は何をしていた 謝罪文の一通も よこさぬではないか ルッツの死をいたむ一文もないではないか,,,Pre-2,"to grieve over, to mourn, to lament"
哀悼,あいとう,さあ皆さん 正義に殉じた８名に あいとうの意を共に捧げようではありませんか,,,Pre-2,"condolence, regret, tribute, sorrow, sympathy, lament"
追悼,ついとう,殿下のついとう番組 よくできていたよ 少し泣かせが過ぎるようだが…,,,Pre-2,"mourning (dead persons), memorial"
搭乗,とうじょう,見ろよ あれを うっ？ とうじょう員… でしょうか？,,,Pre-2,"embarkation, boarding (an aeroplane, airplane)"
搭載,とうさい,きこえるか ゼロ 戦闘を停止しろ こちらは重戦術級の弾頭をとうさいしている,,,Pre-2,"loading (on board), equipping,  equipped (with), built-in"
一棟,ひとむね,「このひとむねをお使い下さい」,,,Pre-2,"one house, the same house"
棟,とう,二階から上は東とうと西とうへは直接行けません,,,Pre-2,"large building, building with a long roof,  counter for buildings"
筒,つつ,そう　あれは素手で大砲の弾を撃ち出す  つつの代わりをしているようなものだ。,,,Pre-2,"pipe, tube, cylinder,  gun barrel gun, cannon"
水筒,すいとう,て… 敵スタンドだ！ 敵スタンドがすいとうの中にいるぞ,,,Pre-2,"canteen, flask, water bottle, thermos"
封筒,ふうとう,その手紙をふうとうに入れた。,,,Pre-2,envelope
戸籍謄本,こせきとうほん,たしかこせきとうほんが必要なはずよ こせきとうほんってすぐとれるの？ とれるだろ,,,Pre-2,official copy of the family register
沸騰,ふっとう,水がふっとうしたよ。,,,Pre-2,"boiling, seething,  becoming heated (e.g. debate), excitement"
急騰,きゅうとう,小麦を中心に 穀物類がきゅうとうし その影響で豆や胡桃まで 値あがりし始めた,,,Pre-2,"sudden rise (in price), sharp rise, jump, surge"
洞,ほら,大潮の日しか入れない場所とか　どっか思いつくか 岬の先端のほら,,,Pre-2,"hollow, cavity, hole, cave"
洞察,どうさつ,なるほど 女にしてこの冷静なる判断力 どうさつ力,,,Pre-2,"discernment, insight,"
監督,かんとく,そのかんとくはアカデミー賞を受賞したよな。,,,Pre-2,"supervision, control, superintendence, direction"
提督,ていとく,歴史家になり ヤンていとくの事跡を記録して 後世に残したい,,,Pre-2,"admiral, commodore"
駐屯,ちゅうとん,ノイエ･ラント総督府が成立するからには ガンダルヴァ星系にちゅうとんする卿の任務も 完了したものとみなしてよいだろう,,,Pre-2,"stationing (troops), occupancy"
屯する,たむろする,この字自体は（たむろ）という字で、人々が集まる 集まることを「たむろする」というらしいです。,,,Pre-2,"to gather in large numbers (of people), to hang out (as a large group)"
縄,なわ,なわ跳びで大事なのは リズム感だよ ただ跳んでもダメなんだ,,,Pre-2,"rope, cord,  policeman's rope"
縄文,じょうもん,じょうもん時代の住居跡や古墳が検出されています,,,Pre-2,straw-rope pattern pressed into earthenware Jōmon period (ca. 10000-300 BCE)
柔軟,じゅうなん,羚羊になれ 羚羊のようなじゅうなんな筋肉を身に付けろ！  さすれば 必然的に新型パンチは生まれるわい,,,Pre-2,"flexible, lithe, soft, pliable"
軟禁,なんきん,それにヤンも恐らく 娘の任を解き イゼルローンになんきんでもしているだろう,,,Pre-2,house arrest
尼,あま,おい あまさんの宿舎ってのはないか？,,,Pre-2,nun
尼僧,にそう,そこに登場するにそうスバーの話を参考にした劇をつくってみました,,,Pre-2,"nun, priestess"
妊婦,にんぷ,「なに、それならそれでいいじゃないですか。　 その時は操ちゃんに世界初のにんぷレーサーになってもらいましょう」,,,Pre-2,pregnant woman
忍ぶ,しのぶ,大和撫子たるもの 恋はしのぶもの… ３歩下がって あとついて参ります…,,,Pre-2,"to conceal oneself, to hide,  to endure, to bear, to stand, to put up with"
忍耐,にんたい,はっきり申し上げますがね 見るに堪えないし 聞くにも堪えませんよ これも給料のうちと思って 我慢してきましたがにんたいにも限度が…,,,Pre-2,"endurance, perseverance, patience"
安寧,あんねい,だが やがて眼が回り歩くのが困難になった あんねいな闇が訪れるのは瞼を閉じた時だけ,,,Pre-2,peace (esp. public peace)
猫,ねこ,ねこは砂の上で転がったんだ。,,,Pre-2,cat
大雑把,おおざっぱ,「それを、機動兵器の方を大型化することで解決するとは……素晴らしくおおざっぱな手法だ。 島国の未開人なればこそだな。我々文明人であれば冗談の種で済ませてしまうところだ」,,,Pre-2,"rough (as in not precise), broad, sketchy"
把握,はあく,状況はあくは？ まだ確認中です 殿下 お下がり下さい そこは危険です！,,,Pre-2,"grasp, catch, understanding"
覇権,はけん,私はラインハルト様がはけんをお求めになるのは 現在の帝国 ゴールデンバウム王朝に 存在し得ない 公正さによってこそ意味があると考えておりました,,,Pre-2,supremacy; mastery; hegemony; domination; leadership; supreme power
連覇,れんぱ,あのう 今の黒森峰は去年の準優勝校ですよ それまでは９れんぱしてて,,,Pre-2,successive championships
廃る,すたる,これで カエル相手に 引き下がったなんて知れたら 美しくも麗しいアクア様の 名がすたるわ！,,,Pre-2,"to go out of use, to become obsolete, to die out"
廃坑,はいこう,これは、最初のはいこうと繋がってるんだろうか 開けよう,,,Pre-2,"abandoned mine, disused mine"
培養,ばいよう,「そう、単純に納豆菌をばいようしたネバネバ液体だよ。 でも納豆菌はすんげぇんだよ。耐熱性、耐塩性、耐薬性にすぐれてるの！」,,,Pre-2,"cultivation, nurture, culture"
触媒,しょくばい,もしヤンがいなくなれば 他の勢力を結合させるしょくばいがなくなる,,,Pre-2,catalyst
媒体,ばいたい,そしてそのとき 宿主が見ていた夢を現に伝染させるばいたいとなるんだ,,,Pre-2,"medium, media"
船舶,せんぱく,せんぱくの操縦には免許が必要です,,,Pre-2,"vessel, ship, shipping, seacraft"
砂漠,さばく,誰もが挙ってこのさばくから逃げ出した みんな故郷を捨てた,,,Pre-2,desert
漠然,ばくぜん,２階の教室とは 待ち合わせ場所がばくぜんとしすぎている 直江津(なおえつ)高校に一体 いくつ校舎があると思っているのだろう,,,Pre-2,"vague, obscure, indistinct, hazy, ambiguous"
肌,はだ,彼女ははだがとても白いですね。,,,Pre-2,"skin body (in the context of intimate bodily contact) surface, grain"
鉢,はち,今回はシクラメンのはち花をラッピングします,,,Pre-2,"bowl, pot, basin,  flowerpot crown"
派閥,はばつ,あの大学にははばつがたくさんあります。,,,Pre-2,"clique, faction"
財閥,ざいばつ,当初は旧体制下のざいばつを新体制の経済システムに 組み込むかどうかの意見の相違であったものが やがて感情的対立となり次第に修復不可能なものへと変わっていった,,,Pre-2,"zaibatsu, financial conglomerate, industrial group"
煩わしい,わずらわしい,ふん 鼠賊の輩はつまらんことにわずらわされて難儀よな うん 何いっ？,,,Pre-2,"to trouble, to bother, to annoy"
煩悩,ぼんのう,八戒さん、あらゆる欲を解放するのです。 ぼんのうから解脱しなければ、涅槃には辿り着けませんよ。,,,Pre-2,"worldly desires, evil passions, appetites of the flesh"
煩雑,はんざつ,つまり流子ちゃんはすごいってことだね 犬牟田のはんざつな情報を満艦飾がひと言にした,,,Pre-2,"complex, intricate, complicated, confused, troublesome"
頒布,はんぷ,イベントの時には列が途切れませんし過去にはんぷした本は軒並みプレミア化！ 最近ではこれがオススメです。,,,Pre-2,"distribution, circulation"
王妃,おうひ,おうひの館 この春 右京（うきょう)とともに人生を変えるツアーへ,,,Pre-2,queen
皇太子妃,こうたいしひ,新しいこう后が こうたいしひになって以来 こう室への適応をめぐって 長年精神的病に陥っている状況は国民周知の通りです,,,Pre-2,crown princess
扉,とびら,彼はとびらを開けたんだ。,,,Pre-2,"door, gate, opening,  title page"
門扉,もんぴ,ベイオウルフより入電 ｢小官は悪運強く｣｢なお現世に足をとどめたり｣ ｢敵の砲火はヴァルハラのもんぴを打ち破るあたわず｣,,,Pre-2,door(s) of a gate
披露,ひろう,夜に兄ちゃんにひろうする話は どうやら私の武勇伝になりそうだぜ,,,Pre-2,"announcement, presentation, demonstration"
罷り通る,まかりとおる,「そこらの喧嘩自慢に毛が生えた程度の力でどうにかなると思うほど間抜けじゃあるめえ。 キレたもん勝ちがまかりとおるご都合主義はよ、 シュライバーみたいな反則馬鹿以外にゃ起こせねえんだ。おまえにそういう素質はねえよ」,,,Pre-2,"to go unpunished, to be tolerated, to be allowed"
罷免,ひめん,わたしどもは以前 あなたがひめんされた時の事情を知っています,,,Pre-2,"dismissal (from a position), discharge"
主賓,しゅひん,ただ今より　ナイトオブセブン歓迎会を始めま～す！ しゅひんあいさつ！,,,Pre-2,"main guest, guest of honor, guest of honour"
来賓,らいひん,え～ 本日の九校戦懇親会にあたり 多数のごらいひんの方々に お越しいただいております,,,Pre-2,"guest, visitor, visitor's arrival"
頻りに,しきりに,彼はしきりに時計を気にしていた。,,,Pre-2,"frequently, repeatedly, often, incessantly, constantly"
頻繁,ひんぱん,彼とはひんぱんに連絡を取り合っています,,,Pre-2,"frequent, incessant,"
頻度,ひんど,私もです…相当なひんどで会っていますし…そのおかげで紅茶に詳しくなってしまいました。,,,Pre-2,frequency (of occurrence)
花瓶,かびん,クリスタルガラスのかびんを買いました。,,,Pre-2,(flower) vase
扶桑,ふそう,情けないぞ それでもふそうの撫子か？,,,Pre-2,"land east of China, Japan"
扶持,ふち,まさか私たち、ふちがないなんて事ないよね？,,,Pre-2,"ration, stipend, allowance"
扶養,ふよう,馬鈴薯のおかげで　ふよう可能な人口は倍増した,,,Pre-2,"support (e.g. of one's dependents), maintenance"
楽譜,がくふ,ミュージックハンターというところかしら。 あるがくふを探しているの。,,,Pre-2,"score, sheet music"
棋譜,きふ,なぜかような者から論理の究極とでも表現すべき 美しいきふが泉のごとく　生み出されるのだ？,,,Pre-2,"record of a game of go, shogi"
侮る,あなどる,貴様の与太話を私が真に受けると思っていたなら この刑亥（けいがい）をあなどり過ぎというものだ,,,Pre-2,"to disdain, to look down on, to make light of, to hold in contempt"
侮辱,ぶじょく,彼をぶじょくすることは私が許しません,,,Pre-2,"insult, affront, slight, contempt (e.g. of court)"
沸かす,わかす,お湯をわかしてください。,,,Pre-2,"to boil, to heat,  to excite to melt (metal)"
憤慨,ふんがい,彼女の失礼な態度に友人はとてもふんがいしていた,,,Pre-2,"indignation, resentment"
憤り,いきどおり,ルドルフが皇帝となった時 いきどおりを禁じ得なかった人々よりも 快哉を叫んだ人々の方がはるかに多数派だったのですから,,,Pre-2,"resentment, indignation, anger"
憤怒,ふんど,マックス･ウェーバーの言葉を借りれば理想的な官僚とは“ふんども 不公平もなく さらに 憎しみも 激情もなく 愛も 熱狂もなく ひたすら義務に従う人間のことだ”という,,,Pre-2,"anger, rage, resentment, indignation, exasperation"
雰囲気,ふんいき,とてもふんいきのいいお店ですね。,,,Pre-2,"atmosphere, mood, ambience, ambiance, aura, feel,  a certain air"
甲乙丙丁,こうおつへいてい,この家の子どもは どんだけ成績が悪くても ベリーグッドだったそうですよ こうおつへいていのこうをつけてもらう  そんな家だったんだって、太宰の家って,,,Pre-2,"A, B, C and D"
丙,ひのえ,階級は10段階ございます 甲 乙 ひのえ 丁 戊 己 庚 辛 壬 癸,,,Pre-2,"third in rank, third sign of the Chinese calendar"
合併,がっぺい,両社ががっぺいに合意しました。,,,Pre-2,"merger (of companies, towns, etc.), combination, union"
併合,へいごう,ｶｲｻﾞｰ･ﾗｲﾝﾊﾙﾄがﾌｪｻﾞｰﾝへの遷都の意思を示したのはこれが最初である それは自由惑星同盟領を完全にへいごうした場合 新帝国の版図はフェザーンが その中心地になることを見越してのことである,,,Pre-2,"merger, joining into one, amalgamation, melding"
塀,へい,猫がへいの上で寝ているぞ。,,,Pre-2,wall fence
土塀,どべい,どべいがしゃべりおった,,,Pre-2,"mud wall, earthen wall, plaster wall"
貨幣,かへい,儂は人間のかへいは用意できん 二百万円という借金がどの程度のものなのかもよくわからんが その金額をうぬは背負うことができるか,,,Pre-2,"money, currency, coinage"
紙幣,しへい,ドルしへいを円に両替した,,,Pre-2,"paper money, note, bill"
弊害,へいがい,場合によっては専門者による対応が不が可能となり、そのへいがいも結果に顕れはじめている。,,,Pre-2,"harmful effect, harmful influence, evil practice, abuse"
弊社,へいしゃ,「これまでへいしゃで商品を取り扱わせていただいたことは？」,,,Pre-2,"our company, our firm"
偏る,かたよる,栄養がかたよらないように食事に気を付けています。,,,Pre-2,"to lean (to one side), to incline,  to be unbalanced (e.g. diet), to be unduly weighted towards"
偏狭,へんきょう,それにしてもﾔﾝ･ｳｪﾝﾘｰ一人を容れることもできない 民主政治とはなんとへんきょうなものではないか,,,Pre-2,"narrow-mindedness, intolerance, illiberality, narrowness,"
偏見,へんけん,結局のところﾚﾝﾈﾝｶﾝﾌﾟはへんけんに基づいて正鵠を射ていたわけか,,,Pre-2,"prejudice, bias, distorted view"
普遍,ふへん,「貴顕たるもの、ふへんの正義を体現して生きなくてはね」,,,Pre-2,"universal, general, ubiquitous"
何遍,なんべん,この映画はなんべんも見ました。,,,Pre-2,"how many times, how often"
満遍なく,まんべんなく,特定できない　右も左も全てがまんべんなく強えからだ,,,Pre-2,"equally, thoroughly, all over, uniformly, without exception, all around"
年俸,ねんぽう,四万帝国マルクほどのねんぽうを稼ぐために上司と書類とコンピューターにおいまわされる毎日で、 広くもない庭でバルドル星系産のなんとかいう蘭の一種を育てることと、食後の黒ビールだけを楽しみとする、 平凡で善良な男だった。,,,Pre-2,annual salary
減俸,げんぽう,ケスラーは得難い男だし 憲兵総監まで重罪とあっては兵士たちが動揺するだろう  戒告とげんぽう その程度でよい,,,Pre-2,"salary reduction, salary cut"
泡,あわ,コップからビールのあわがこぼれた,,,Pre-2,"bubble, foam, froth, head on beer"
水泡,すいほう,それにフェザーンは我が同盟に莫大な資本を投下し 多くの権益を有している 万が一 我が同盟が 帝国に併呑されるような事態に至れば 今日に至る彼らの努力はすいほうに帰する,,,Pre-2,"foam, bubble,  nothing"
褒める,ほめる,私を裏切った奴のことをほめるのも癪に障るが それでも認めるべきところは認めねばなるまい,,,Pre-2,"to praise, to admire, to speak well of someone"
褒美,ほうび,角砂糖も食いたいだろ？ 投げてやる　ごほうびだ,,,Pre-2,"reward, prize"
解剖,かいぼう,死体は ドローンに 生きたまま かいぼうされた状態か,,,Pre-2,"dissection, autopsy,  analysis"
紡ぐ,つむぐ,その続きが世界をつむいでいくというのなら 誰かが負うべき罪は 受けるべき罰はいったい どこにあると いうのだろう,,,Pre-2,"to spin, to make yarn,  to spin (a tale), to assemble (e.g. words), to put together"
紡績,ぼうせき,この町にはぼうせき工場があります,,,Pre-2,spinning (textiles) spun yarn
僕,ぼく,ぼくは下着姿の猫耳女子高生に 欲情してるだけなんだよ,,,Pre-2,"I, me,  you manservant"
公僕,こうぼく,「……おまえな、そういうことはこうぼくに任せとけよ。なんでいち女子校生が、身体張らなきゃならないんだよ」,,,Pre-2,public servant
打撲,だぼく,骨折もないし 軽いだぼくだけだってさ 医者も運がいいって笑ってたよ,,,Pre-2,"blow, hit (on the body), beating"
撲滅,ぼくめつ,その為にもテロ組織のぼくめつは急務だが イレヴンの間に 蔓延している薬物 リフレインの問題も深刻だ,,,Pre-2,"eradication, extermination, destruction, suppression"
相撲,すもう,おすもうさんは、みんな力持ちだ。,,,Pre-2,"sumo wrestling wrestler, rikishi"
