word,reading,example,,,level,meaning
触れる,ふれる,「白状すると、僕はその手の勘――霊感って言えば良いのかな？　 そういうのが強いんだよ。だから、こんな趣味に気ぶれちゃう訳で」,,,4,"to touch, to feel"
触る,さわる,気安く僕のカバンにさわるんじゃないぜ,,,4,"to touch, to feel"
接触,せっしょく,やはり拳でせっしょくして 直接太陽の波紋を送り込まねば,,,4,"touch, contact"
侵す,おかす,他人の権利をおかしてはなりません。,,,4,"to invade, to raid"
侵入,しんにゅう,お客さん こんな状況になったのはしんにゅうできなかった未熟な私が悪いんです,,,4,"invasion, incursion, raid"
寝る,ねる,それにほら、ねる子は育つって言うじゃん どこがだ!!?,,,4,"to lie down to go to bed, to lie in bed"
寝室,しんしつ,父さん まだ安静にしていないと ああ しんしつへ行って休むよ,,,4,bedroom
慎む,つつしむ,軽挙妄動はつつしめ 帝都が消滅だと？ 噂話だとしても不謹慎である,,,4,"to be careful, to be discreet"
慎重,しんちょう,しんちょうも度が過ぎれば優柔不断との そしりを免れぬ イゼルローンを失って そのまま余が帰路に就けば 反帝国勢力はヤン･ウェンリーが余に不戦勝したと思い 彼を偶像視してその周囲に結集するだろう,,,4,"careful, cautious, prudent, discreet, deliberate"
振る,ふる,とても暴力をふるうようには見えないですが えてしてそういうものですよ,,,4,"to wave, to shake, to swing"
振興,しんこう,彼女は教育のしんこうに一生をささげました,,,4,"promotion, encouragement"
浸す,ひたす,洗濯をする前に汚れた服を水にひたした,,,4,"to soak, to dip, to steep"
浸透,しんとう,おっ 今日のは いい感じだな 爆裂の衝撃波が ズンと骨身にしんとうするかのごとく響き—,,,4,"penetration (e.g. market), pervasion"
薪,まき,エレン 早く帰ってまき割りしないと また おばさんに怒られる,,,4,"firewood, kindling, fuel"
震える,ふるえる,彼は寒くてふるえていました。,,,4,"to shiver, to shake, to quake"
地震,じしん,日本はじしんが多いです。,,,4,earthquake
尋ねる,たずねる,彼女は道をたずねた。,,,4,"to ask, to enquire"
尋問,じんもん,「ち、ちがうもん、これは誘導じんもんみたいなもんだよっ！　 こんな事されたら緊張して脈拍だって速くなるもんっ」,,,4,"cross-examination, interrogation, questioning"
尽くす,つくす,もっと怯えろ　もっと憔悴しろ 俺は慎重な男 たとえ相手が子供だろうと全力をつくす,,,4,"to exhaust, to run out"
尽力,じんりょく,新型宝珠の開発にじんりょくした後 戦局の変化により ライン戦線へ緊急配備されました,,,4,"efforts, exertion, endeavour, assistance, services"
陣地,じんち,ビーチバレーってなんですか このボールを相手のじんちに思いっきり叩きつけるゲームよ,,,4,"encampment, position"
陣,じん,コーネリア殿下 じんを敷き終えました 政庁前の防衛線は？,,,4,"battle formation camp, encampment"
吹く,ふく,今日は北風がふいている。,,,4,"to blow (e.g. wind), to play a wind instrument"
吹奏,すいそう,狂気に身を委ねてはならない 自由に勝利を  軍楽隊 国歌 国歌のすいそうだ,,,4,"playing (a wind instrument), blowing"
澄む,すむ,山の空気はすんでいますね。,,,4,"to become clear, to become transparent"
是が非でも,ぜがひでも,小僧！ はい！ ヴォルグ戦 ぜがひでも勝つ！,,,4,"rightly or wrongly, by all possible means"
是正,ぜせい,不公平があったように思うのです 不公平はぜせいされねばなりません,,,4,"correction, revision, redressing"
姓,せい,「でもキルヒアイスってせいはいいな。とても詩的だ。だからぼくはきみのこと、せいで呼ぶことにする」,,,4,"surname, family name"
百姓,ひゃくしょう,神様はひゃくしょうなんぞ死んじめえとよ,,,4,"farmer, peasant"
征服,せいふく,余には銀河系だけで十分だ 他の星雲は お前がせいふくするといい,,,4,"conquest, subjugation, overcoming"
遠征,えんせい,今回のえんせいは我が同盟開闢以来の壮挙であると信じます,,,4,"expedition, (military) campaign"
跡,あと,ここにタイヤのあとがあるわ。,,,4,"trace, tracks, mark, sign"
遺跡,いせき,ピードワゴンが設立した財団のいせき発掘隊によって発見された あるもの,,,4,"historic ruins (remains, relics), archeological site"
占う,うらなう,「やあ、そこの僕好みの可愛いお兄さん。うらなっていかないかい？」,,,4,"to tell someone's fortune, to forecast, to predict, to divine"
占める,しめる,帝国と同盟を共倒れさせて このフェザーンが漁夫の利をしめるってか？,,,4,"to occupy, to hold"
独占,どくせん,この2社が市場をどくせんしています。,,,4,"monopoly, monopolization"
扇子,せんす,僕のせんすは紙製だよ。,,,4,folding fan
扇ぐ,あおぐ,あおいでると疲れてくるし 止めると余計暑く感じない？　うちわって,,,4,to fan to incite
鮮やか,あざやか,山はあざやかな緑でした。,,,4,"vivid, bright, brilliant"
新鮮,しんせん,この店ではしんせんな野菜が買えますよ。,,,4,fresh
訴える,うったえる,彼女は会社をうったえた。,,,4,"to appeal to,  to sue"
告訴,こくそ,こくそします！ え？ これは完全なるセクハラです あなたをこくそします！ こくそ？,,,4,"accusation, complaint, charge, legal action"
僧院,そういん,「ほ、報告します！　そ、そういん最下層の拘束結界牢を破り、罪人が……『暴君』が脱獄しましたっ！」,,,4,"monastery, temple"
大僧正,だいそうじょう,イシュヴァラ教のだいそうじょう ローグ·ロウが 同胞のために 大総統の前に立ったの,,,4,high priest
燥ぐ,はしゃぐ,はしゃいでる場合か,,,4,"to make merry, to frolic"
騒ぐ,さわぐ,やいやいさわぐでない 凡愚 品性の足りん やからは 因縁のつけ方にも品がないのう,,,4,"to make noise, to make racket"
騒音,そうおん,窓から車のそうおんが入って来ます。,,,4,"noise, din"
贈る,おくる,母に花をおくった。,,,4,"to give (as a gift), to present"
寄贈,きぞう,きぞうされた方との巡り合わせに感謝し その書を手に取る,,,4,"donation, presentation, gift"
即ち,すなわち,「続きを宜しいでしょうか？　デモンベインの運用に於ける魔導書――すなわち、アル様の状態についてですが……」,,,4,"that is, namely, i.e."
即する,そくする,交通事故を防げばいいだけだなんて いかにも手軽そうに言ったけれど こうして現実にそくして考えてみると なかなか思うようにはいかない,,,4,"to conform to, to agree with, to be adapted to, to be based on"
即位,そくい,６月22日 新皇帝ラインハルトのそくい および戴冠の日である,,,4,"accession to the throne, enthronement"
世俗,せぞく,「下らん。せぞくの柵なんぞに　囚われおって」,,,4,"common customs, worldliness, vulgar"
風俗,ふうぞく,私はその国のふうぞくに興味があります,,,4,"manners, customs"
耐える,たえる,このビルは大地震にたえられるでしょうか。,,,4,"to bear, to stand, to endure"
耐久,たいきゅう,圧力が鉄壁のたいきゅう度を越えた時 船は爆発する,,,4,"endurance, persistence"
両替,りょうがえ,1万円をりょうがえしてください。,,,4,"change, money exchange"
交替,こうたい,家までこうたいで荷物を持ちました。,,,4,"alternation, change, relief, relay"
拓く,ひらく,あの原をひらいた畑にするために　みんなで土を起こしいたんです,,,4,"to open (e.g. path), to clear (the way), to break up (e.g. land)"
開拓,かいたく,今さらのようだが戦いにはうんざりした フェザーンに逃れて かいたく地でも耕して暮らすさ,,,4,"reclamation (e.g. wasteland), cultivation, development"
光沢,こうたく,石のような肌だったのが つやつやとこうたくと血色が付いています,,,4,"brilliance, polish, lustre, luster"
野沢菜,のざわな,お握りの中身 何ですか？ うーんとね 梅干しとか おかかとか シャケとかかな お母さんが漬けたのざわなのもあるよ,,,4,"rape (Brassica rapa), common rape, cole"
濁る,にごる,その池の水はにごっているね。,,,4,"to become muddy, to become cloudy, to get impure"
汚濁,おだく,水質おだく土壌汚染と健康というお話になります,,,4,"pollution, contamination, corruption"
脱ぐ,ぬぐ,靴をぬいでください。,,,4,"to take off (clothes, shoes, etc.), to undress"
脱税,だつぜい,あの会社はだつぜいしていた,,,4,tax evasion
丹念,たんねん,たんねんに仕上げられた製品,,,4,"painstaking, careful, meticulous"
嘆く,なげく,なげいていても何も変わりません。,,,4,"to lament, to grieve, to regret"
感嘆,かんたん,すばらしい シュターデン提督の作戦案の壮大にして華麗なること この ランズベルク伯アルフレット かんたんの極み,,,4,"admiration, wonder, astonishment"
淡い,あわい,ユピーとの経緯からプフとも同様に理解し合えるかもしれない そんなナックルのあわい期待は粉々に打ち砕かれた,,,4,"light, faint, pale, fleeting"
冷淡,れいたん,彼は彼女にれいたんな態度をとったね。,,,4,cool; indifferent; apathetic
端,はし,ほら このはしに写ってるのお前とあのモヒカン男だろ,,,4,"end (e.g. of street), tip, point, edge"
半端,はんぱ,ああ あのはんぱなヤツか 何と！ あれは結界であったのか？,,,4,"remnant, fragment halfway, half-hearted"
弾く,はじく,鳥の羽は水をはじきます,,,4,"to flip, to snap, to flick to repel"
弾む,はずむ,このボールはよくはずみますね。,,,4,"to spring, to bound, to bounce"
爆弾,ばくだん,５年前 手製の核ばくだんがサラエボの街を消滅させてから その勢いは加速した,,,4,bomb
恥ずかしい,はずかしい,あんたを見ていると　奥の手を隠していた自分がはずかしいぜ,,,4,"embarrassing, embarrassed, ashamed"
恥,はじ,間違えることははじではありません。,,,4,"shame, embarrassment, disgrace"
厚顔無恥,こうがんむち,やれやれ こうがんむちの 生きた見本じゃな あれは,,,4,"shameless, brazen and unscrupulous"
致す,いたす,帝国領土は外敵に対し 神聖不可侵でなければならぬに 斯かる事態を招きましたること臣らの不徳のいたすところ  誠に恐懼の極みにござります,,,4,to do
一致,いっち,音声言語がいっちしているから 簡単 にぃ 遅い,,,4,"coincidence, agreement, union"
遅い,おそい,飲み物何にする？ ちょ、ちょっと待ってよ 早くしなさいよ　おそいと罰金よ！　罰金！,,,4,"slow, time-consuming, sluggish"
遅刻,ちこく,「おはよう。毎日毎日律儀に５分のちこくだな」,,,4,"lateness, late coming"
蓄える,たくわえる,だけど今ならクラピカがいる 奴らが地下に潜って 力をたくわえる前に芽を摘んだほうがいい。,,,4,"to store, to save up, to stock up on, to lay in stock"
貯蓄,ちょちく,お前の保護者を過小評価するなよ それぐらいのちょちくはある,,,4,savings
象徴,しょうちょう,天皇は日本国のしょうちょうです。,,,4,"(abstract) symbol, emblem, representation"
特徴,とくちょう,決まった土地に定住しないで、定期的に移動しているようです。 この国に住んでいる人のとくちょうですね。,,,4,"feature, trait, characteristic"
跳ねる,はねる,変にウロウロ道に迷い続けられたら 事故に遭う確率がはね上がってしまうんだから,,,4,"to jump, to leap, to prance"
跳躍,ちょうやく,でも大丈夫ですよ ちょうやく力をつければ 今の身長でも十分イケると思います,,,4,"jump, leap, skip, bound"
沈む,しずむ,ボートが川にしずんだ。,,,4,"to sink, to go under, to submerge"
沈黙,ちんもく,「恐るべきハスターの聲を聴き、渦の悲嘆の溜息、ちんもくの星の只中にて険悪に渦巻く窮極の風の狂おしい吹きすさびに耳を傾けよ――」,,,4,"silence, being silent, quiet"
珍しい,めずらしい,昨日めずらしい果物を食べました。,,,4,"unusual, rare, curious"
珍品,ちんぴん,これがこの辺りの地下水脈の地図 ちんぴんだぜ,,,4,"curio, rare article"
堤,つつみ,「つつみを築く」,,,4,"bank, embankment, dike"
堤防,ていぼう,私たちはそれに対してささやかなていぼうを築こうというわけだ いつか怒濤が去り潮が引く日のために,,,4,"bank, weir, embankment, levee"
抵触,ていしょく,禁止事項にていしょくした場合 即時捕獲され　強制帰宅となり 自動的に　ターゲットの警戒レベルは「５」となる,,,4,"infringement (of a law, treaty, etc.), contravention"
摘む,つまむ,これからつまんでいるコイツにちょいと傷をつけ,,,4,"o pinch, to hold"
指摘,してき,ごしてきいただきありがとうございます。,,,4,"pointing out, identification"
滴る,したたる,そ…それにその人は ち…血がしたたっているわ,,,4,"to drip, to drop, to trickle"
滴,しずく,彼女の髪からしずくがしたたっていた,,,4,"drop (e.g. of water), drip"
水滴,すいてき,雲はすいてきが集まってできる,,,4,drop of water
添える,そえる,贈り物に手書きのカードをそえました。,,,4,"to garnish, to accompany (as a card does a gift)"
添付,てんぷ,ああ　間違いなさそうだ。 動画もてんぷされてる,,,4,"attaching (documents, etc.), appending, affixing"
宮殿,きゅうでん,きゅうでんの前に整然と並ぶ数百万の人の群れを見れば 王は　きっと思い出してくださる,,,4,palace
殿様,とのさま,こんな人の住めないところでとのさまをやっていても仕方がないだろうに そう思って幕府からの遣いの者が何度も訪ねたのだがな 誰一人として戻らなかった,,,4,"feudal lord, daimyo"
吐く,はく,そこまでズタボロになりながら 今なお不敵な眼差しを持ち 生意気なセリフをはく,,,4,"to vomit, to throw up, to spit up"
吐血,とけつ,ユピー殿は私めと話をしている最中に 突然　とけつし　苦しみだし 果てたのでございます！,,,4,vomiting of blood
渡す,わたす,大人しくその娘を引きわたすなら 一度限りの過ちには目を瞑ってやろう,,,4,"to ferry across (e.g. a river), to carry across"
渡航,とこう,ああ 既に 30 隻からの船が拿捕され 200 人以上の不法とこう者が 検挙されたそうだ,,,4,"voyage, passage, travelling"
途中,とちゅう,そのとちゅうで 佐々山君がね… 結局 全然 別件で捜索願の出てた 高校教師のアパートからプラスティネーションの樹脂が見つかってね,,,4,"on the way, en route in the middle of, midway"
途端,とたん,おーおー　いるよねぇ 自分が覚えるととたんに得意気になる人って,,,4,"just (now, at the moment, etc.), just as, in the act of"
奴,やつ,こうもあっさり 手のひらを返すってありかあ？ あの刑亥ってやつ さっきまで 鬼鳥を殺しかねない剣幕だったよなあ,,,4,"fellow, guy, chap"
奴隷,どれい,どれい… 権利や自由は与えられず所有物として譲渡売買される人間,,,4,"slave, servant"
怒る,おこる,「そ、そうやってあんたは飄々と人をおちょくった態度とるから私がおこるんでしょ！」,,,4,"to get angry, to get mad"
激怒,げきど,「なんか後で美羽が聞いたらげきどしそうよ」,,,4,"rage, indignation, exasperation"
倒す,たおす,そのスキーヤーはポールをたおした。,,,4,"to throw down, to bring down, to blow down"
倒産,とうさん,会社がとうさんしました。,,,4,"(corporate) bankruptcy, insolvency, commercial failure"
唐突,とうとつ,ああ そういえば 今 とうとつに つまり不意に思い出したのだけれど 知ってる？ 羽川さんの家が火事になったこと,,,4,"abrupt, sudden"
塔,とう,あのとうの高さはどれくらいですか。,,,4,"tower, steeple, spire"
桃,もも,私の一番好きな果物はももです。,,,4,peach (Prunus persica)
桃源郷,とうげんきょう,教室の中にまず僕がいて そしてその周囲に少女と 幼女と 童女がいる なんだ ここは ひょっとしてとうげんきょうか？,,,4,"Arcady, Eden, Shangri-la"
盗む,ぬすむ,鳴鳳決殺を倒し 自らを天下無双とまでうそぶいた あの驕慢 まさに珠玉だこの掠風竊塵がぬすむに値する,,,4,to steal
強盗,ごうとう,ごうとうがカメラに写っていました。,,,4,"robber, mugger"
到着,とうちゃく,電車が10分遅れでとうちゃくしたんだ。,,,4,arrival
周到,しゅうとう,親っさんの仕切ってた賭場、しゅうとうに場所変えてたのに いきなり摘発くらったろ。,,,4,"scrupulous, meticulous, careful"
踏む,ふむ,あとは どれくらい場数をふむかだ。,,,4,"to step on, to tread on"
舞踏,ぶとう,しかし こいつは… 当世風の仮面ぶとう会って 趣か？,,,4,"dance (esp. Western style), dancing"
逃げる,にげる,「下手ににげると、巻き添えくらわせちまう！」,,,4,"to escape, to run away"
逃走,とうそう,盗みがそのままとうそうの動きになっている,,,4,"flight, desertion, escape"
透ける,すける,瞼がすけて外が視える,,,4,"to be transparent, to show through"
戦闘,せんとう,両伍長 直ちに戻れ！ 我々の任務は側面攻撃による遅滞せんとうだ！,,,4,"battle, fight, combat"
奮闘,ふんとう,表向きはふんとうしつつ 自然な形で戦線を離脱,,,4,"hard struggle, strenuous effort"
胴,どう,あの犬はどうが長いですね,,,4,"trunk, torso, body"
峠,とうげ,あのとうげで待っていてくれ 俺は皆を説得してから そこで蟲の払い方を教える,,,4,"(mountain) pass, ridge, peak"
突く,つく,自分に楯つく者は、犯罪者でなくとも殺す 本当の殺人鬼じゃないか、キラは,,,4,"to prick, to stab  to poke"
曇る,くもる,明日は昼頃からくもるでしょう。,,,4,"to get cloudy, to cloud over"
鈍る,にぶる,潤滑油も変えなきゃ　動きがにぶるし,,,4,"to become blunt, to grow dull"
鈍感,どんかん,あの人は少しどんかんだと思います。,,,4,"thickheaded, insensitive, dull, thick-skinned"
弐,に,「――結界器、に番機、陸番機、拾番機、大破。いち番機、参番機、伍番機、漆番機、捌番機、中破。玖番機、小破……基地の結界能力は３０％の出力まで減少してます」,,,4 「二」の大字。,two
悩む,なやむ,彼は受験のことでなやんでいます。,,,4,"to be worried, to be troubled"
苦悩,くのう,ジェレミア卿！自分はこんな闘いをおわらせたくて ならば 君にできるというのか？我が君のくのうを消し去ることが！,,,4,"(mental) agony, anguish, suffering, distress"
濃い,こい,私はこい味が好きだ。,,,4,"deep (colour), dark"
濃度,のうど,酸素のうどと体温が急激に低下 このままでは 長くはもたない,,,4,"concentration, thickness, density"
杯,さかずき,その昔 不倶戴天の敵を倒して その頭蓋骨でさかずきを作った王がおったという,,,4,"sake cup, cup for alcoholic beverages"
一杯,いっぱい,俺が戦いから帰ったら おっぱいでいっぱいの宴を奢るって言っただろ,,,4,drink (usu. alcoholic) full
輩,やから,主よ 信心なきやからに祖国が侵されるのを救いたまえ,,,4,"party (of people), set (of people), clan, family, fellow"
先輩,せんぱい,同じ学科で 同じサークルで もう１人せんぱいを交えて  よう ４人将棋とかやって遊んどったわ,,,4,"senior (at work or school), superior, elder"
拍子,ひょうし,うん 違うなあ 些かひょうしが早い もっと夜霧のように優しく,,,4,"(musical) time, tempo, beat"
拍手,はくしゅ,「観客がどうした！　あいつらは僕が活躍している間ははくしゅ喝采を送って寄越し、勝利の余光を浴びて愉しみ」,,,4,"clapping hands, applause"
泊まる,とまる,今日はこのホテルにとまります。,,,4,to stay at (e.g. hotel) to be docked
宿泊,しゅくはく,決して 積極的にではなかったけれど 最終的には 私のしゅくはくにお許しを出してくれた,,,4,"accommodation, lodging"
薄い,うすい,この電子辞書はとてもうすい。,,,4,"thin, pale, light, faint"
希薄,きはく,家族という言葉はラインハルトを困惑させる 母親は早くに失われ ラインハルトにとって きはくな印象しか残さなかった,,,4,"thin (e.g. air), diluted, sparse, lean"
迫る,せまる,締め切りがせまっています。,,,4,"to approach, to draw near, to be imminent"
迫害,はくがい,彼らは人種のせいではくがいされた,,,4,"persecution, oppression"
爆ぜる,はぜる,栗の実がはぜる,,,4,"to burst open, to pop, to split"
髪,かみ,昨日、かみを切りました。,,,4,hair (on the head)
金髪,きんぱつ,きんぱつのすごく綺麗な女の人で 背筋が凍るくらい冷たい眼をした吸血鬼なんだってさ,,,4,blond hair
罰する,ばっする,彼は違法駐車でばっせられたんだ。,,,4,"to punish, to penalize, to penalise"
処罰,しょばつ,このような行為はしょばつの対象になります,,,4,"punishment, penalty"
抜く,ぬく,ワインのコルクをぬきました。,,,4,"to pull out, to draw out, to extract"
抜群,ばつぐん,なんか 体が弱いらしくてさあ 前の学年でもたまにしかね でも成績はばつぐんに優秀,,,4,"outstanding, excellent, exceptional"
運搬,うんぱん,身柄のうんぱんに護送車ではなく 航空機 しかも 同乗していたのはドローンのみ,,,4,"transport, transportation, conveyance"
搬送,はんそう,コンテナをはんそうする,,,4,"transportation, conveyance, delivery"
繁盛,はんじょう,「この辛気くさくてオシャレ感ゼロではんじょうもしておらず、むさいおっさんが店長のブラウン管工房に、バイト希望だと言うのか――」,,,4,"prosperity, flourishing, thriving"
一般,いっぱん,いっぱん的な光学系術式による幻影 音声も術式による合成です,,,4,"general, universal ordinary, average"
全般,ぜんぱん,「藤井君が嫌いなのは、面倒なこと。小言とか、そういうのぜんぱん」,,,4,"(the) whole, entirety, wholly, as a whole"
販売,はんばい,前売券は窓口ではんばいしています。,,,4,"sales, selling, marketing"
市販,しはん,どのメーカーのカタログでもそんなの見たことないぜ？ 確かに しはんはされていないだろう,,,4,"selling on the market, making something commercially available"
模範,もはん,もはん囚であれば土日には３時間の自由時間と外出を認めます,,,4,"exemplar, model, example, pattern"
範囲,はんい,知っているはんいで教えてください。,,,4,"extent, scope, sphere, range, span"
基盤,きばん,この階層に来てから　ずっときばんの中だったからな,,,4,"foundation, basis, base, footing"
終盤,しゅうばん,それがよ？　こんなしゅうばんで 何もかもぶち壊しってのはないんじゃない？,,,4,"endgame, final stage"
彼,かれ,かれは私の上司です。,,,4,"he, him boyfriend"
彼岸,ひがん,寝言と会話をしてはいけない それはひがんの国の言葉,,,4,"nirvana, realm of enlightenment"
疲れる,つかれる,私はつかれてふらふらです。,,,4,"to get tired, to tire"
疲労,ひろう,私の足を壊したのはほかならぬ私だ ひろう骨折というのが医者の診断結果だよ,,,4,"fatigue, weariness"
被せる,かぶせる,本にカバーをかぶせたの。,,,4,"to cover (with something), to put on"
被る,かぶる,帽子をかぶって外出した。,,,4,"to put on (one's head), to wear"
被告,ひこく,よって ひこく人サトウカズマ— あなたへの嫌疑は不十分と見なし 無罪と… ダメだ 裁判長,,,4,"defendant, the accused"
被害,ひがい,おめーのスタンドはひがい者自身にも法律にも見えねえし 分からねえ だから 俺が裁く,,,4,"(suffering) damage, injury, harm"
避ける,よける,椅子の荷物をよけて座ったけど。,,,4,to avoid (physical contact with)
避難,ひなん,被害甚大につき 自爆機能を作動します 乗組員は直ちにひなんしてください,,,4,"taking refuge, finding shelter, evacuation, escape, seeking safe haven"
尾,お,おの長い鳥が飛んでいますね。,,,4,tail
語尾,ごび,どうしたよ 優等生 ごびに“ニャー ニャー”ひっつけるのが 障り猫のキャラ設定だったんじゃねえのかよ,,,4,"(inflected) end of a word, end of a sentence"
微か,かすか,全てを一気に放出する かすかでいい,,,4,"faint, dim, weak, slight"
微妙,びみょう,「血塗れの凶器持って、ニヤニヤ笑って、たぶん奇声あげながら襲い掛かってくる奴相手に、 おまえの剣道がちゃんと発揮できるかどうかはびみょうだぞ。自信あるのか？」,,,4,"subtle, delicate, fine questionable"
微笑,びしょう,人をそらさぬびしょうの奥で高性能の商業用頭脳を回転させ、 一介の小商船主から出発してどんどん財産をふやしていったのだ。,,,4,smile
匹,ひき,駆逐してやる この世から 一ぴき残らず,,,4,counter for small animals
匹敵,ひってき,「どう、今日一日は、凡人の何十億年にひってきする真理を得た？」,,,4,"to be a match for, to rival, to equal, to compare with, to be equivalent to"
描く,えがく,彼は人物をえがくのがうまいな。,,,4,"to draw, to paint, to sketch"
描写,びょうしゃ,そもそも刀を集めながら 「面倒だ　面倒だ」と言っている姿をびょうしゃしたりしたら まるでそなたがいやいや働いているようではないか,,,4,"depiction, description, portrayal"
浜,はま,今晩、はまで花火大会がありますよ。,,,4,"beach, seashore"
目敏い,めざとい,奈南川、葉鳥が死んだ後の会議中、電話がかかってきただろ あれはなんだ？ 紙村、お前は、本当にめざといな…,,,4,sharp sighted
敏感,びんかん,彼女は流行にびんかんだね。,,,4,"sensitive, alert, aware, susceptible"
怖い,こわい,私は犬がこわいです。,,,4,"scary, frightening, eerie, dreadful"
敷設,ふせつ,小官であれば回廊内に機雷をふせつし 侵入してくる敵の前進を阻みます,,,4,"laying (a railroad, pipes, naval mines, etc.), construction"
敷地,しきち,金持ちはテメエのしきち内だけで遊びやがれ,,,4,"site, plot, lot, grounds"
敷く,しく,ドロイゼン アルテナ星域に広範な機雷原をしく 600万機の自動追尾機雷を用意せよ はっ,,,4,"to spread out, to lay out"
普通,ふつう,君の動揺と憎悪はふつうじゃない  君と実の父親の間に何があったのかは知らんが...,,,4,"general, ordinary, usual"
浮かぶ,うかぶ,沖にボートがうかんでいます。,,,4,"to float, to be suspended"
浮力,ふりょく,そうなのか？ でも 水ん中じゃ体がうくから かえって楽だろ？ ふりょくで 膝に負担がかからねえし 運動選手のリハビリにはいいんじゃねえか？,,,4,"buoyancy, floating power"
腐る,くさる,リンゴがくさっている。,,,4,"to rot, to go bad"
腐敗,ふはい,身元不明の遺体が多数見つかっている いずれもふはいが進んでいて　確認が難しい,,,4,"decomposition, putrefaction, putrescence"
皮膚,ひふ,ひふの色で人種の等級をきめようとするのが一つ。,,,4,skin
天賦,てんぷ,「莫迦な……？　いくら、あの娘にてんぷの才が有ったとして、 ニトクリスの鏡が生み出す虚像があれ程の力を持つ筈がない！」,,,4,"natural (e.g. talent), innate, inborn, inherent"
月賦,げっぷ,新しい車をげっぷで買いました,,,4,"monthly installment (instalment), monthly payment"
舞う,まう,父さんは体が弱いのにどうして あんな雪の中で長い間 まいをまえるの？,,,4,dance
幅,はば,この道ははばが狭いので気をつけて運転してください。,,,4,"width, breadth"
全幅,ぜんぷく,配下の非礼を詫びさせていただきます。 彼女たちは、私がぜんぷくの信頼を寄せる円卓の騎士ですの。,,,4,"* full, wholehearted, utmost, all, every * overall width"
払う,はらう,私がはらいましょう。,,,4,"to pay (e.g. money, bill)  to brush off, to wipe away"
噴火,ふんか,島でかざんがふんかしたよ。,,,4,"eruption, volcanic eruption"
噴水,ふんすい,清掃局の高橋です 中央ふんすい塔の前なんですが ずっと ホログラムにノイズが出てまして…,,,4,water fountain
人柄,ひとがら,私は彼女のひとがらに好感をもった,,,4,"personality, character, personal appearance, gentility"
事柄,ことがら,あんたが教わってきたことがらは全て理詰めのセオリーだ それが どれだけ無意味なもんか すぐに思い知る羽目になるだろうさ,,,4,"matter, thing, affair, circumstance"
壁,かべ,かべに絵が掛かっている。,,,4,"wall, partition"
岸壁,がんぺき,がんぺきも高く 点在する20門の砲台で どこからでも狙える,,,4,"quay, wharf, jetty"
舗装,ほそう,「イゼルローン回廊は叛乱軍兵士の死屍をもってほそうされたり」,,,4,"pavement, road surface"
店舗,てんぽ,てんぽ限定なんて公式もホント クソなことするよな,,,4,"shop, store"
捕まえる,つかまえる,少年は網でその蝶をつかまえた。,,,4,"to catch, to arrest, to seize"
峰,みね,みねからの 景色は最高です,,,4,"peak, summit"
最高峰,さいこうほう,探窟家のさいこうほう　白笛 彼らは自らが発掘した奈落の遺物で武装し それぞれを体現した異名で呼ばれている,,,4,"highest peak, highest mountain"
抱える,かかえる,弱冠17歳にして 3000人の弟子をかかえる 糸色流華道の師範をなさっております,,,4,to hold or carry under or in the arms
抱く,いだく,ポプラン中佐 以後ユリアンに対して 指揮権に疑義をいだき 司令部の権威を傷つけるような言動は許さん,,,4,"to embrace, to hold in the arms (e.g. a baby), to hug"
鉄砲,てっぽう,「けど、父親はヤクザ」「広島で破門され、今もてっぽう玉に怯えて暮らしている」,,,4,gun
砲撃,ほうげき,ユピーの翼やほうげきのみならず 私の「スピリチュアルメッセージ」も,,,4,"bombarding, shelling, bombardment"
傍観,ぼうかん,「その場にいた人々の証言によれば」 「千早は弟を助けようともせず」 「ただぼうかんしていたという」,,,4,"looking on, remaining a spectator"
傍ら,かたわら,すぐかたわらには屋根の壊れた仏堂,,,4,"side, edge, beside, besides"
傍若無人,ぼうじゃくぶじん,あ… あの歳納先輩がノックして入ってきましたわ 櫻子レベルでぼうじゃくぶじんなあの方が…,,,4,"behaving outrageously as though there were no one around, acting without consideration for others"
坊さん,ぼうさん,お寺からおぼうさんが出て来ましたよ。,,,4,"Buddhist priest, monk"
寝坊,ねぼう,相変わらず朝ねぼうのようだな,,,4,"sleeping in late, oversleeping"
帽子,ぼうし,簔ぼうしをかぶった専門の猟師が、草をざわざわ分けてやってきました。  そこで二人はやっと安心しました。,,,4,"hat, cap"
脱帽,だつぼう,「声だけでそこまで可愛さを演出するおまえの才能にはだつぼうするし、正直憎いくらいだが、 複雑な形で絡み合っていくおれたちの両足がより強烈に何かを語っているとは思わないか」,,,4,removing one's hat
忙しい,いそがしい,暮れは用事が多くていそがしいです。,,,4,"busy, occupied, hecti"
多忙,たぼう,話があるなら この場で済まそう お互い たぼうな身の上だろ？,,,4,"being very busy, busyness"
冒険,ぼうけん,この物語は 謎の石仮面に纏わる 二人の少年の数奇な運命を追うぼうけん譚である,,,4,"adventure, venture"
冒頭,ぼうとう,ぼうとうの話題は葉鳥氏の死の事、会議の内容は誰を殺すか…  そうですね？,,,4,"beginning, start, outset"
大凡,おおよそ,ええ　おおよそのことは聞きました,,,4,"about, roughly generally"
平凡,へいぼん,私の食生活なんて とてもへいぼんなものだと思うけれど,,,4,"ordinary, common, commonplace"
盆,ぼん,母が料理をおぼんに乗せたの。,,,4,tray
